draw_no,date,querystring,weekday,year,week_no,prize,number,prize_type
4075,2017-03-01,sppl=RHJhd051bWJlcj00MDc1,Wed,2017,09,consol8,6799,consolation
4074,2017-02-26,sppl=RHJhd051bWJlcj00MDc0,Sun,2017,09,consol8,8751,consolation
4073,2017-02-25,sppl=RHJhd051bWJlcj00MDcz,Sat,2017,08,consol8,8559,consolation
4072,2017-02-22,sppl=RHJhd051bWJlcj00MDcy,Wed,2017,08,consol8,8873,consolation
4071,2017-02-19,sppl=RHJhd051bWJlcj00MDcx,Sun,2017,08,consol8,6007,consolation
4070,2017-02-18,sppl=RHJhd051bWJlcj00MDcw,Sat,2017,07,consol8,9148,consolation
4069,2017-02-15,sppl=RHJhd051bWJlcj00MDY5,Wed,2017,07,consol8,8166,consolation
4068,2017-02-12,sppl=RHJhd051bWJlcj00MDY4,Sun,2017,07,consol8,6744,consolation
4067,2017-02-11,sppl=RHJhd051bWJlcj00MDY3,Sat,2017,06,consol8,8201,consolation
4066,2017-02-08,sppl=RHJhd051bWJlcj00MDY2,Wed,2017,06,consol8,7070,consolation
4065,2017-02-05,sppl=RHJhd051bWJlcj00MDY1,Sun,2017,06,consol8,9541,consolation
4064,2017-02-04,sppl=RHJhd051bWJlcj00MDY0,Sat,2017,05,consol8,7812,consolation
4063,2017-02-01,sppl=RHJhd051bWJlcj00MDYz,Wed,2017,05,consol8,7651,consolation
4062,2017-01-29,sppl=RHJhd051bWJlcj00MDYy,Sun,2017,05,consol8,8534,consolation
4061,2017-01-28,sppl=RHJhd051bWJlcj00MDYx,Sat,2017,04,consol8,7597,consolation
4060,2017-01-25,sppl=RHJhd051bWJlcj00MDYw,Wed,2017,04,consol8,9102,consolation
4059,2017-01-22,sppl=RHJhd051bWJlcj00MDU5,Sun,2017,04,consol8,9916,consolation
4058,2017-01-21,sppl=RHJhd051bWJlcj00MDU4,Sat,2017,03,consol8,8440,consolation
4057,2017-01-18,sppl=RHJhd051bWJlcj00MDU3,Wed,2017,03,consol8,9281,consolation
4056,2017-01-15,sppl=RHJhd051bWJlcj00MDU2,Sun,2017,03,consol8,9260,consolation
4055,2017-01-14,sppl=RHJhd051bWJlcj00MDU1,Sat,2017,02,consol8,6367,consolation
4054,2017-01-11,sppl=RHJhd051bWJlcj00MDU0,Wed,2017,02,consol8,9622,consolation
4053,2017-01-08,sppl=RHJhd051bWJlcj00MDUz,Sun,2017,02,consol8,8503,consolation
4052,2017-01-07,sppl=RHJhd051bWJlcj00MDUy,Sat,2017,01,consol8,9041,consolation
4051,2017-01-04,sppl=RHJhd051bWJlcj00MDUx,Wed,2017,01,consol8,8289,consolation
4050,2017-01-01,sppl=RHJhd051bWJlcj00MDUw,Sun,2017,01,consol8,6811,consolation
4049,2016-12-31,sppl=RHJhd051bWJlcj00MDQ5,Sat,2016,52,consol8,7529,consolation
4048,2016-12-28,sppl=RHJhd051bWJlcj00MDQ4,Wed,2016,52,consol8,8778,consolation
4047,2016-12-25,sppl=RHJhd051bWJlcj00MDQ3,Sun,2016,52,consol8,9298,consolation
4046,2016-12-24,sppl=RHJhd051bWJlcj00MDQ2,Sat,2016,51,consol8,8563,consolation
4045,2016-12-21,sppl=RHJhd051bWJlcj00MDQ1,Wed,2016,51,consol8,9818,consolation
4044,2016-12-18,sppl=RHJhd051bWJlcj00MDQ0,Sun,2016,51,consol8,6350,consolation
4043,2016-12-17,sppl=RHJhd051bWJlcj00MDQz,Sat,2016,50,consol8,8996,consolation
4042,2016-12-14,sppl=RHJhd051bWJlcj00MDQy,Wed,2016,50,consol8,7969,consolation
4041,2016-12-11,sppl=RHJhd051bWJlcj00MDQx,Sun,2016,50,consol8,8319,consolation
4040,2016-12-10,sppl=RHJhd051bWJlcj00MDQw,Sat,2016,49,consol8,6808,consolation
4039,2016-12-07,sppl=RHJhd051bWJlcj00MDM5,Wed,2016,49,consol8,9423,consolation
4038,2016-12-04,sppl=RHJhd051bWJlcj00MDM4,Sun,2016,49,consol8,7578,consolation
4037,2016-12-03,sppl=RHJhd051bWJlcj00MDM3,Sat,2016,48,consol8,7766,consolation
4036,2016-11-30,sppl=RHJhd051bWJlcj00MDM2,Wed,2016,48,consol8,8267,consolation
4035,2016-11-27,sppl=RHJhd051bWJlcj00MDM1,Sun,2016,48,consol8,8462,consolation
4034,2016-11-26,sppl=RHJhd051bWJlcj00MDM0,Sat,2016,47,consol8,8898,consolation
4033,2016-11-23,sppl=RHJhd051bWJlcj00MDMz,Wed,2016,47,consol8,6832,consolation
4032,2016-11-20,sppl=RHJhd051bWJlcj00MDMy,Sun,2016,47,consol8,8466,consolation
4031,2016-11-19,sppl=RHJhd051bWJlcj00MDMx,Sat,2016,46,consol8,9418,consolation
4030,2016-11-16,sppl=RHJhd051bWJlcj00MDMw,Wed,2016,46,consol8,8424,consolation
4029,2016-11-13,sppl=RHJhd051bWJlcj00MDI5,Sun,2016,46,consol8,6776,consolation
4028,2016-11-12,sppl=RHJhd051bWJlcj00MDI4,Sat,2016,45,consol8,9314,consolation
4027,2016-11-09,sppl=RHJhd051bWJlcj00MDI3,Wed,2016,45,consol8,8776,consolation
4026,2016-11-06,sppl=RHJhd051bWJlcj00MDI2,Sun,2016,45,consol8,7847,consolation
4025,2016-11-05,sppl=RHJhd051bWJlcj00MDI1,Sat,2016,44,consol8,7947,consolation
4024,2016-11-02,sppl=RHJhd051bWJlcj00MDI0,Wed,2016,44,consol8,8971,consolation
4023,2016-10-30,sppl=RHJhd051bWJlcj00MDIz,Sun,2016,44,consol8,9903,consolation
4022,2016-10-29,sppl=RHJhd051bWJlcj00MDIy,Sat,2016,43,consol8,8289,consolation
4021,2016-10-26,sppl=RHJhd051bWJlcj00MDIx,Wed,2016,43,consol8,8002,consolation
4020,2016-10-23,sppl=RHJhd051bWJlcj00MDIw,Sun,2016,43,consol8,7929,consolation
4019,2016-10-22,sppl=RHJhd051bWJlcj00MDE5,Sat,2016,42,consol8,8887,consolation
4018,2016-10-19,sppl=RHJhd051bWJlcj00MDE4,Wed,2016,42,consol8,9527,consolation
4017,2016-10-16,sppl=RHJhd051bWJlcj00MDE3,Sun,2016,42,consol8,8745,consolation
4016,2016-10-15,sppl=RHJhd051bWJlcj00MDE2,Sat,2016,41,consol8,6371,consolation
4015,2016-10-12,sppl=RHJhd051bWJlcj00MDE1,Wed,2016,41,consol8,8699,consolation
4014,2016-10-09,sppl=RHJhd051bWJlcj00MDE0,Sun,2016,41,consol8,8447,consolation
4013,2016-10-08,sppl=RHJhd051bWJlcj00MDEz,Sat,2016,40,consol8,9187,consolation
4012,2016-10-05,sppl=RHJhd051bWJlcj00MDEy,Wed,2016,40,consol8,7056,consolation
4011,2016-10-02,sppl=RHJhd051bWJlcj00MDEx,Sun,2016,40,consol8,9549,consolation
4010,2016-10-01,sppl=RHJhd051bWJlcj00MDEw,Sat,2016,39,consol8,7346,consolation
4009,2016-09-28,sppl=RHJhd051bWJlcj00MDA5,Wed,2016,39,consol8,8067,consolation
4008,2016-09-25,sppl=RHJhd051bWJlcj00MDA4,Sun,2016,39,consol8,6633,consolation
4007,2016-09-24,sppl=RHJhd051bWJlcj00MDA3,Sat,2016,38,consol8,9570,consolation
4006,2016-09-21,sppl=RHJhd051bWJlcj00MDA2,Wed,2016,38,consol8,8576,consolation
4005,2016-09-18,sppl=RHJhd051bWJlcj00MDA1,Sun,2016,38,consol8,7603,consolation
4004,2016-09-17,sppl=RHJhd051bWJlcj00MDA0,Sat,2016,37,consol8,8837,consolation
4003,2016-09-14,sppl=RHJhd051bWJlcj00MDAz,Wed,2016,37,consol8,8215,consolation
4002,2016-09-11,sppl=RHJhd051bWJlcj00MDAy,Sun,2016,37,consol8,8343,consolation
4001,2016-09-10,sppl=RHJhd051bWJlcj00MDAx,Sat,2016,36,consol8,8982,consolation
4000,2016-09-07,sppl=RHJhd051bWJlcj00MDAw,Wed,2016,36,consol8,8455,consolation
3999,2016-09-04,sppl=RHJhd051bWJlcj0zOTk5,Sun,2016,36,consol8,8628,consolation
3998,2016-09-03,sppl=RHJhd051bWJlcj0zOTk4,Sat,2016,35,consol8,8122,consolation
3997,2016-08-31,sppl=RHJhd051bWJlcj0zOTk3,Wed,2016,35,consol8,7602,consolation
3996,2016-08-28,sppl=RHJhd051bWJlcj0zOTk2,Sun,2016,35,consol8,7872,consolation
3995,2016-08-27,sppl=RHJhd051bWJlcj0zOTk1,Sat,2016,34,consol8,9271,consolation
3994,2016-08-24,sppl=RHJhd051bWJlcj0zOTk0,Wed,2016,34,consol8,8123,consolation
3993,2016-08-21,sppl=RHJhd051bWJlcj0zOTkz,Sun,2016,34,consol8,9585,consolation
3992,2016-08-20,sppl=RHJhd051bWJlcj0zOTky,Sat,2016,33,consol8,8757,consolation
3991,2016-08-17,sppl=RHJhd051bWJlcj0zOTkx,Wed,2016,33,consol8,6812,consolation
3990,2016-08-14,sppl=RHJhd051bWJlcj0zOTkw,Sun,2016,33,consol8,8548,consolation
3989,2016-08-13,sppl=RHJhd051bWJlcj0zOTg5,Sat,2016,32,consol8,7419,consolation
3988,2016-08-10,sppl=RHJhd051bWJlcj0zOTg4,Wed,2016,32,consol8,9515,consolation
3987,2016-08-07,sppl=RHJhd051bWJlcj0zOTg3,Sun,2016,32,consol8,8112,consolation
3986,2016-08-06,sppl=RHJhd051bWJlcj0zOTg2,Sat,2016,31,consol8,7198,consolation
3985,2016-08-03,sppl=RHJhd051bWJlcj0zOTg1,Wed,2016,31,consol8,8761,consolation
3984,2016-07-31,sppl=RHJhd051bWJlcj0zOTg0,Sun,2016,31,consol8,8330,consolation
3983,2016-07-30,sppl=RHJhd051bWJlcj0zOTgz,Sat,2016,30,consol8,7044,consolation
3982,2016-07-27,sppl=RHJhd051bWJlcj0zOTgy,Wed,2016,30,consol8,9698,consolation
3981,2016-07-24,sppl=RHJhd051bWJlcj0zOTgx,Sun,2016,30,consol8,8890,consolation
3980,2016-07-23,sppl=RHJhd051bWJlcj0zOTgw,Sat,2016,29,consol8,7887,consolation
3979,2016-07-20,sppl=RHJhd051bWJlcj0zOTc5,Wed,2016,29,consol8,8547,consolation
3978,2016-07-17,sppl=RHJhd051bWJlcj0zOTc4,Sun,2016,29,consol8,9580,consolation
3977,2016-07-16,sppl=RHJhd051bWJlcj0zOTc3,Sat,2016,28,consol8,7345,consolation
3976,2016-07-13,sppl=RHJhd051bWJlcj0zOTc2,Wed,2016,28,consol8,8846,consolation
3975,2016-07-10,sppl=RHJhd051bWJlcj0zOTc1,Sun,2016,28,consol8,8990,consolation
3974,2016-07-09,sppl=RHJhd051bWJlcj0zOTc0,Sat,2016,27,consol8,8868,consolation
3973,2016-07-06,sppl=RHJhd051bWJlcj0zOTcz,Wed,2016,27,consol8,7375,consolation
3972,2016-07-03,sppl=RHJhd051bWJlcj0zOTcy,Sun,2016,27,consol8,8547,consolation
3971,2016-07-02,sppl=RHJhd051bWJlcj0zOTcx,Sat,2016,26,consol8,8389,consolation
3970,2016-06-29,sppl=RHJhd051bWJlcj0zOTcw,Wed,2016,26,consol8,7482,consolation
3969,2016-06-26,sppl=RHJhd051bWJlcj0zOTY5,Sun,2016,26,consol8,7319,consolation
3968,2016-06-25,sppl=RHJhd051bWJlcj0zOTY4,Sat,2016,25,consol8,6751,consolation
3967,2016-06-22,sppl=RHJhd051bWJlcj0zOTY3,Wed,2016,25,consol8,6270,consolation
3966,2016-06-19,sppl=RHJhd051bWJlcj0zOTY2,Sun,2016,25,consol8,8815,consolation
3965,2016-06-18,sppl=RHJhd051bWJlcj0zOTY1,Sat,2016,24,consol8,9626,consolation
3964,2016-06-15,sppl=RHJhd051bWJlcj0zOTY0,Wed,2016,24,consol8,9418,consolation
3963,2016-06-12,sppl=RHJhd051bWJlcj0zOTYz,Sun,2016,24,consol8,7767,consolation
3962,2016-06-11,sppl=RHJhd051bWJlcj0zOTYy,Sat,2016,23,consol8,6896,consolation
3961,2016-06-08,sppl=RHJhd051bWJlcj0zOTYx,Wed,2016,23,consol8,9481,consolation
3960,2016-06-05,sppl=RHJhd051bWJlcj0zOTYw,Sun,2016,23,consol8,9200,consolation
3959,2016-06-04,sppl=RHJhd051bWJlcj0zOTU5,Sat,2016,22,consol8,7854,consolation
3958,2016-06-01,sppl=RHJhd051bWJlcj0zOTU4,Wed,2016,22,consol8,8229,consolation
3957,2016-05-29,sppl=RHJhd051bWJlcj0zOTU3,Sun,2016,22,consol8,5634,consolation
3956,2016-05-28,sppl=RHJhd051bWJlcj0zOTU2,Sat,2016,21,consol8,9866,consolation
3955,2016-05-25,sppl=RHJhd051bWJlcj0zOTU1,Wed,2016,21,consol8,8126,consolation
3954,2016-05-22,sppl=RHJhd051bWJlcj0zOTU0,Sun,2016,21,consol8,8396,consolation
3953,2016-05-21,sppl=RHJhd051bWJlcj0zOTUz,Sat,2016,20,consol8,5858,consolation
3952,2016-05-18,sppl=RHJhd051bWJlcj0zOTUy,Wed,2016,20,consol8,7623,consolation
3951,2016-05-15,sppl=RHJhd051bWJlcj0zOTUx,Sun,2016,20,consol8,8021,consolation
3950,2016-05-14,sppl=RHJhd051bWJlcj0zOTUw,Sat,2016,19,consol8,6406,consolation
3949,2016-05-11,sppl=RHJhd051bWJlcj0zOTQ5,Wed,2016,19,consol8,7460,consolation
3948,2016-05-08,sppl=RHJhd051bWJlcj0zOTQ4,Sun,2016,19,consol8,6393,consolation
3947,2016-05-07,sppl=RHJhd051bWJlcj0zOTQ3,Sat,2016,18,consol8,6795,consolation
3946,2016-05-04,sppl=RHJhd051bWJlcj0zOTQ2,Wed,2016,18,consol8,9031,consolation
3945,2016-05-01,sppl=RHJhd051bWJlcj0zOTQ1,Sun,2016,18,consol8,9569,consolation
3944,2016-04-30,sppl=RHJhd051bWJlcj0zOTQ0,Sat,2016,17,consol8,8632,consolation
3943,2016-04-27,sppl=RHJhd051bWJlcj0zOTQz,Wed,2016,17,consol8,9046,consolation
3942,2016-04-24,sppl=RHJhd051bWJlcj0zOTQy,Sun,2016,17,consol8,9486,consolation
3941,2016-04-23,sppl=RHJhd051bWJlcj0zOTQx,Sat,2016,16,consol8,8327,consolation
3940,2016-04-20,sppl=RHJhd051bWJlcj0zOTQw,Wed,2016,16,consol8,7935,consolation
3939,2016-04-17,sppl=RHJhd051bWJlcj0zOTM5,Sun,2016,16,consol8,7980,consolation
3938,2016-04-16,sppl=RHJhd051bWJlcj0zOTM4,Sat,2016,15,consol8,9450,consolation
3937,2016-04-13,sppl=RHJhd051bWJlcj0zOTM3,Wed,2016,15,consol8,8089,consolation
3936,2016-04-10,sppl=RHJhd051bWJlcj0zOTM2,Sun,2016,15,consol8,7042,consolation
3935,2016-04-09,sppl=RHJhd051bWJlcj0zOTM1,Sat,2016,14,consol8,9415,consolation
3934,2016-04-06,sppl=RHJhd051bWJlcj0zOTM0,Wed,2016,14,consol8,7007,consolation
3933,2016-04-03,sppl=RHJhd051bWJlcj0zOTMz,Sun,2016,14,consol8,8712,consolation
3932,2016-04-02,sppl=RHJhd051bWJlcj0zOTMy,Sat,2016,13,consol8,9195,consolation
3931,2016-03-30,sppl=RHJhd051bWJlcj0zOTMx,Wed,2016,13,consol8,5062,consolation
3930,2016-03-27,sppl=RHJhd051bWJlcj0zOTMw,Sun,2016,13,consol8,7585,consolation
3929,2016-03-26,sppl=RHJhd051bWJlcj0zOTI5,Sat,2016,12,consol8,9385,consolation
3928,2016-03-23,sppl=RHJhd051bWJlcj0zOTI4,Wed,2016,12,consol8,9743,consolation
3927,2016-03-20,sppl=RHJhd051bWJlcj0zOTI3,Sun,2016,12,consol8,8534,consolation
3926,2016-03-19,sppl=RHJhd051bWJlcj0zOTI2,Sat,2016,11,consol8,8749,consolation
3925,2016-03-16,sppl=RHJhd051bWJlcj0zOTI1,Wed,2016,11,consol8,7548,consolation
3924,2016-03-13,sppl=RHJhd051bWJlcj0zOTI0,Sun,2016,11,consol8,8588,consolation
3923,2016-03-12,sppl=RHJhd051bWJlcj0zOTIz,Sat,2016,10,consol8,8540,consolation
3922,2016-03-09,sppl=RHJhd051bWJlcj0zOTIy,Wed,2016,10,consol8,6442,consolation
3921,2016-03-06,sppl=RHJhd051bWJlcj0zOTIx,Sun,2016,10,consol8,9685,consolation
3920,2016-03-05,sppl=RHJhd051bWJlcj0zOTIw,Sat,2016,09,consol8,9729,consolation
3919,2016-03-02,sppl=RHJhd051bWJlcj0zOTE5,Wed,2016,09,consol8,8591,consolation
3918,2016-02-28,sppl=RHJhd051bWJlcj0zOTE4,Sun,2016,09,consol8,9431,consolation
3917,2016-02-27,sppl=RHJhd051bWJlcj0zOTE3,Sat,2016,08,consol8,9709,consolation
3916,2016-02-24,sppl=RHJhd051bWJlcj0zOTE2,Wed,2016,08,consol8,6822,consolation
3915,2016-02-21,sppl=RHJhd051bWJlcj0zOTE1,Sun,2016,08,consol8,9031,consolation
3914,2016-02-20,sppl=RHJhd051bWJlcj0zOTE0,Sat,2016,07,consol8,8220,consolation
3913,2016-02-17,sppl=RHJhd051bWJlcj0zOTEz,Wed,2016,07,consol8,7825,consolation
3912,2016-02-14,sppl=RHJhd051bWJlcj0zOTEy,Sun,2016,07,consol8,6571,consolation
3911,2016-02-13,sppl=RHJhd051bWJlcj0zOTEx,Sat,2016,06,consol8,8902,consolation
3910,2016-02-10,sppl=RHJhd051bWJlcj0zOTEw,Wed,2016,06,consol8,8078,consolation
3909,2016-02-07,sppl=RHJhd051bWJlcj0zOTA5,Sun,2016,06,consol8,7675,consolation
3908,2016-02-06,sppl=RHJhd051bWJlcj0zOTA4,Sat,2016,05,consol8,7930,consolation
3907,2016-02-03,sppl=RHJhd051bWJlcj0zOTA3,Wed,2016,05,consol8,9066,consolation
3906,2016-01-31,sppl=RHJhd051bWJlcj0zOTA2,Sun,2016,05,consol8,8389,consolation
3905,2016-01-30,sppl=RHJhd051bWJlcj0zOTA1,Sat,2016,04,consol8,7990,consolation
3904,2016-01-27,sppl=RHJhd051bWJlcj0zOTA0,Wed,2016,04,consol8,7745,consolation
3903,2016-01-24,sppl=RHJhd051bWJlcj0zOTAz,Sun,2016,04,consol8,6993,consolation
3902,2016-01-23,sppl=RHJhd051bWJlcj0zOTAy,Sat,2016,03,consol8,8439,consolation
3901,2016-01-20,sppl=RHJhd051bWJlcj0zOTAx,Wed,2016,03,consol8,9670,consolation
3900,2016-01-17,sppl=RHJhd051bWJlcj0zOTAw,Sun,2016,03,consol8,7571,consolation
3899,2016-01-16,sppl=RHJhd051bWJlcj0zODk5,Sat,2016,02,consol8,4957,consolation
3898,2016-01-13,sppl=RHJhd051bWJlcj0zODk4,Wed,2016,02,consol8,7232,consolation
3897,2016-01-10,sppl=RHJhd051bWJlcj0zODk3,Sun,2016,02,consol8,8751,consolation
3896,2016-01-09,sppl=RHJhd051bWJlcj0zODk2,Sat,2016,01,consol8,9657,consolation
3895,2016-01-06,sppl=RHJhd051bWJlcj0zODk1,Wed,2016,01,consol8,6877,consolation
3894,2016-01-03,sppl=RHJhd051bWJlcj0zODk0,Sun,2016,01,consol8,9689,consolation
3893,2016-01-02,sppl=RHJhd051bWJlcj0zODkz,Sat,2016,00,consol8,9055,consolation
3892,2015-12-30,sppl=RHJhd051bWJlcj0zODky,Wed,2015,52,consol8,8588,consolation
3891,2015-12-27,sppl=RHJhd051bWJlcj0zODkx,Sun,2015,52,consol8,8946,consolation
3890,2015-12-26,sppl=RHJhd051bWJlcj0zODkw,Sat,2015,51,consol8,9645,consolation
3889,2015-12-23,sppl=RHJhd051bWJlcj0zODg5,Wed,2015,51,consol8,6398,consolation
3888,2015-12-20,sppl=RHJhd051bWJlcj0zODg4,Sun,2015,51,consol8,8101,consolation
3887,2015-12-19,sppl=RHJhd051bWJlcj0zODg3,Sat,2015,50,consol8,9401,consolation
3886,2015-12-16,sppl=RHJhd051bWJlcj0zODg2,Wed,2015,50,consol8,9583,consolation
3885,2015-12-13,sppl=RHJhd051bWJlcj0zODg1,Sun,2015,50,consol8,9049,consolation
3884,2015-12-12,sppl=RHJhd051bWJlcj0zODg0,Sat,2015,49,consol8,8706,consolation
3883,2015-12-09,sppl=RHJhd051bWJlcj0zODgz,Wed,2015,49,consol8,8643,consolation
3882,2015-12-06,sppl=RHJhd051bWJlcj0zODgy,Sun,2015,49,consol8,8195,consolation
3881,2015-12-05,sppl=RHJhd051bWJlcj0zODgx,Sat,2015,48,consol8,7092,consolation
3880,2015-12-02,sppl=RHJhd051bWJlcj0zODgw,Wed,2015,48,consol8,6748,consolation
3879,2015-11-29,sppl=RHJhd051bWJlcj0zODc5,Sun,2015,48,consol8,9291,consolation
3878,2015-11-28,sppl=RHJhd051bWJlcj0zODc4,Sat,2015,47,consol8,5720,consolation
3877,2015-11-25,sppl=RHJhd051bWJlcj0zODc3,Wed,2015,47,consol8,8591,consolation
3876,2015-11-22,sppl=RHJhd051bWJlcj0zODc2,Sun,2015,47,consol8,7870,consolation
3875,2015-11-21,sppl=RHJhd051bWJlcj0zODc1,Sat,2015,46,consol8,7977,consolation
3874,2015-11-18,sppl=RHJhd051bWJlcj0zODc0,Wed,2015,46,consol8,6081,consolation
3873,2015-11-15,sppl=RHJhd051bWJlcj0zODcz,Sun,2015,46,consol8,7462,consolation
3872,2015-11-14,sppl=RHJhd051bWJlcj0zODcy,Sat,2015,45,consol8,7313,consolation
3871,2015-11-11,sppl=RHJhd051bWJlcj0zODcx,Wed,2015,45,consol8,9120,consolation
3870,2015-11-08,sppl=RHJhd051bWJlcj0zODcw,Sun,2015,45,consol8,7667,consolation
3869,2015-11-07,sppl=RHJhd051bWJlcj0zODY5,Sat,2015,44,consol8,9547,consolation
3868,2015-11-04,sppl=RHJhd051bWJlcj0zODY4,Wed,2015,44,consol8,6321,consolation
3867,2015-11-01,sppl=RHJhd051bWJlcj0zODY3,Sun,2015,44,consol8,8613,consolation
3866,2015-10-31,sppl=RHJhd051bWJlcj0zODY2,Sat,2015,43,consol8,8621,consolation
3865,2015-10-28,sppl=RHJhd051bWJlcj0zODY1,Wed,2015,43,consol8,7552,consolation
3864,2015-10-25,sppl=RHJhd051bWJlcj0zODY0,Sun,2015,43,consol8,7653,consolation
3863,2015-10-24,sppl=RHJhd051bWJlcj0zODYz,Sat,2015,42,consol8,7888,consolation
3862,2015-10-21,sppl=RHJhd051bWJlcj0zODYy,Wed,2015,42,consol8,8291,consolation
3861,2015-10-18,sppl=RHJhd051bWJlcj0zODYx,Sun,2015,42,consol8,9267,consolation
3860,2015-10-17,sppl=RHJhd051bWJlcj0zODYw,Sat,2015,41,consol8,9403,consolation
3859,2015-10-14,sppl=RHJhd051bWJlcj0zODU5,Wed,2015,41,consol8,8141,consolation
3858,2015-10-11,sppl=RHJhd051bWJlcj0zODU4,Sun,2015,41,consol8,7621,consolation
3857,2015-10-10,sppl=RHJhd051bWJlcj0zODU3,Sat,2015,40,consol8,7753,consolation
3856,2015-10-07,sppl=RHJhd051bWJlcj0zODU2,Wed,2015,40,consol8,9030,consolation
3855,2015-10-04,sppl=RHJhd051bWJlcj0zODU1,Sun,2015,40,consol8,9045,consolation
3854,2015-10-03,sppl=RHJhd051bWJlcj0zODU0,Sat,2015,39,consol8,6721,consolation
4323,2018-09-30,sppl=RHJhd051bWJlcj00MzIz,Sun,2018,39,consol9,9209,consolation
4322,2018-09-29,sppl=RHJhd051bWJlcj00MzIy,Sat,2018,38,consol9,9976,consolation
4321,2018-09-26,sppl=RHJhd051bWJlcj00MzIx,Wed,2018,38,consol9,9688,consolation
4320,2018-09-23,sppl=RHJhd051bWJlcj00MzIw,Sun,2018,38,consol9,9595,consolation
4319,2018-09-22,sppl=RHJhd051bWJlcj00MzE5,Sat,2018,37,consol9,9886,consolation
4318,2018-09-19,sppl=RHJhd051bWJlcj00MzE4,Wed,2018,37,consol9,9843,consolation
4317,2018-09-16,sppl=RHJhd051bWJlcj00MzE3,Sun,2018,37,consol9,9589,consolation
4316,2018-09-15,sppl=RHJhd051bWJlcj00MzE2,Sat,2018,36,consol9,7100,consolation
4315,2018-09-12,sppl=RHJhd051bWJlcj00MzE1,Wed,2018,36,consol9,9259,consolation
4314,2018-09-09,sppl=RHJhd051bWJlcj00MzE0,Sun,2018,36,consol9,9164,consolation
4313,2018-09-08,sppl=RHJhd051bWJlcj00MzEz,Sat,2018,35,consol9,8677,consolation
4312,2018-09-05,sppl=RHJhd051bWJlcj00MzEy,Wed,2018,35,consol9,9675,consolation
4311,2018-09-02,sppl=RHJhd051bWJlcj00MzEx,Sun,2018,35,consol9,9620,consolation
4310,2018-09-01,sppl=RHJhd051bWJlcj00MzEw,Sat,2018,34,consol9,9416,consolation
4309,2018-08-29,sppl=RHJhd051bWJlcj00MzA5,Wed,2018,34,consol9,9713,consolation
4308,2018-08-26,sppl=RHJhd051bWJlcj00MzA4,Sun,2018,34,consol9,9205,consolation
4307,2018-08-25,sppl=RHJhd051bWJlcj00MzA3,Sat,2018,33,consol9,9641,consolation
4306,2018-08-22,sppl=RHJhd051bWJlcj00MzA2,Wed,2018,33,consol9,8502,consolation
4305,2018-08-19,sppl=RHJhd051bWJlcj00MzA1,Sun,2018,33,consol9,8549,consolation
4304,2018-08-18,sppl=RHJhd051bWJlcj00MzA0,Sat,2018,32,consol9,7492,consolation
4303,2018-08-15,sppl=RHJhd051bWJlcj00MzAz,Wed,2018,32,consol9,9571,consolation
4302,2018-08-12,sppl=RHJhd051bWJlcj00MzAy,Sun,2018,32,consol9,7726,consolation
4301,2018-08-11,sppl=RHJhd051bWJlcj00MzAx,Sat,2018,31,consol9,8113,consolation
4300,2018-08-08,sppl=RHJhd051bWJlcj00MzAw,Wed,2018,31,consol9,9450,consolation
4299,2018-08-05,sppl=RHJhd051bWJlcj00Mjk5,Sun,2018,31,consol9,9454,consolation
4298,2018-08-04,sppl=RHJhd051bWJlcj00Mjk4,Sat,2018,30,consol9,9357,consolation
4297,2018-08-01,sppl=RHJhd051bWJlcj00Mjk3,Wed,2018,30,consol9,9387,consolation
4296,2018-07-29,sppl=RHJhd051bWJlcj00Mjk2,Sun,2018,30,consol9,9556,consolation
4295,2018-07-28,sppl=RHJhd051bWJlcj00Mjk1,Sat,2018,29,consol9,9684,consolation
4294,2018-07-25,sppl=RHJhd051bWJlcj00Mjk0,Wed,2018,29,consol9,8786,consolation
4293,2018-07-22,sppl=RHJhd051bWJlcj00Mjkz,Sun,2018,29,consol9,9651,consolation
4292,2018-07-21,sppl=RHJhd051bWJlcj00Mjky,Sat,2018,28,consol9,8691,consolation
4291,2018-07-18,sppl=RHJhd051bWJlcj00Mjkx,Wed,2018,28,consol9,8449,consolation
4290,2018-07-15,sppl=RHJhd051bWJlcj00Mjkw,Sun,2018,28,consol9,9410,consolation
4289,2018-07-14,sppl=RHJhd051bWJlcj00Mjg5,Sat,2018,27,consol9,8503,consolation
4288,2018-07-11,sppl=RHJhd051bWJlcj00Mjg4,Wed,2018,27,consol9,9627,consolation
4287,2018-07-08,sppl=RHJhd051bWJlcj00Mjg3,Sun,2018,27,consol9,9570,consolation
4286,2018-07-07,sppl=RHJhd051bWJlcj00Mjg2,Sat,2018,26,consol9,9877,consolation
4285,2018-07-04,sppl=RHJhd051bWJlcj00Mjg1,Wed,2018,26,consol9,9272,consolation
4284,2018-07-01,sppl=RHJhd051bWJlcj00Mjg0,Sun,2018,26,consol9,9464,consolation
4283,2018-06-30,sppl=RHJhd051bWJlcj00Mjgz,Sat,2018,25,consol9,9239,consolation
4282,2018-06-27,sppl=RHJhd051bWJlcj00Mjgy,Wed,2018,25,consol9,9272,consolation
4281,2018-06-24,sppl=RHJhd051bWJlcj00Mjgx,Sun,2018,25,consol9,9808,consolation
4280,2018-06-23,sppl=RHJhd051bWJlcj00Mjgw,Sat,2018,24,consol9,8636,consolation
